Review Text,Sentiment
Lovely choice for a small birthday celebration. Big thanks to the attentive crew! I will return for sure to try other items on the menu.,pos
"I'm very familiar with the menu at Lawry's, and almost always goes for their signature prime rib roast beef. Never a disappointment.

As always, the meal was smooth and pleasant, due to the effortless service of the crew, headed by Mr.Musa. His presence gave us the assurance that our meal will be in good hands",pos
Great food but expensive. The location is quite quiet though.,pos
"Food is good, service is good. The ordering app did not work though so we had to order manually. The food took a little while longer than usual to arrive and is slightly pricy, but overall is ok.",neutral
Nice cosy ambience with brilliant service and attention from staff. Food was great and preparation time was just right. Definitely worth a regular visit.,pos
Superb service from manalem,pos
Affordable and delicious! Ordered raviolacci and beer braised beef wit mash potatoes,pos
Pleasant ambience and food there never disappoints. Definitely recommend this place.,pos
"Pizza was ok, chips were very soggy",pos
Excellent experience as usual. Staff was friendly and attentive. We enjoyed the dinner,pos
Sashimi was not the freshest but service recovery to offer a new plate without asking and attention to all our other needs made up for it. Oysters seems to have shrunk and a little dry compared to previous visits. Rotisserie section was attentive and generous when serving. Pasta section was great too specially with the ala minute cooking and long line. A little gutted the Xiao long Bao ran out. Overall an amazing experience with great food and impeccable service. Will definitely recommend especially for those coming for special occasions too,pos
iO is an Italian restaurant that I usually frequent that never disappoints. Great food cooked by Italians and good service! Had the Tuna on the special menu and it was really good. Recommend the pistachio tiramisu for dessert!,pos
Great. Will be back!,pos
fish burnt.,neutral
marguerita with an artificial tomato sauce very bad...too expensive forwhat it is,neg
Main band was awesome. Drinks were regular priced. Food wasn’t very good.,neutral
Service is good. But the food quality needs some improvement.,pos
Overrated. Good if you can get that 50% AMEX discount.,neutral
"2nd visit to the restaurant today, awesome food and friendly staff as 1st time.",pos
Probably one of the most tender and juiciest cut of meat we've had off the bone.  The lobster was disappointing - stick to the beef. Spinach in cream had a strong smell/flavour to it. Service was very good.,pos
Great atmosphere and friendly staffs! Thanks!!,pos
"Great food, excellent service, great value for money",pos
"Today’s dining experience was just okay. It’s the weekend but PS Cafe Harding had very few staffs. That which resulted to us following up our dessert, sticky date pudding (favorite), three times (sadly). Always in love with the location though. Lucky that weather was good earlier.",neutral
Unfortunately I was not able to take pictures but the 5 course meal with the Prime Rib was delicious,pos
Lost its charm. Service was inattentive and distant. Food was very average. Not value for money... not even the lunch sets.,neg
"We have been asked to leave after 1,5 hours because of weekend business. After consuming for a huge sum I think it is not acceptable to be asked to leave because the next customers are coming. For us a reason not to come again and not to recommend the restaurant. Over.",neg
"Okay. Steak was not medium rare like I wanted. Creamed spinach was not great. Too overpriced for lackluster food. However service was great! Won’t return, better places to spend money for food.",neg
I guess more traditional but quite pricey. Good food but not good value for money.,neutral
"This spacious restaurant offers authentic Italian food, drinks and desserts 👍👍👍",pos
The meal started well with the spinning bowl salad and I love the croutons in it. Steak is expectedly good and it ended on a nice note with the mudpie.  Definitely a place to come for a nice treat.,pos
Beef don,pos
Great atmosphere for a family gathering.,pos
Very impressed with the service. Staff were  approachable and prompt with our requests,pos
"Good food, healthy and delicious. delivery is fast too",pos
Ordered 12 drumlet but was replaced with 4 meat ball only ?!,neutral
Value for money Italian cuisine with friendly staff. Highly recommended.,pos
Nice. Hope it opens earlier for breakfast.,pos
Pocket friendly authentic Italian cuisine. Food were delightfully yummy and service was good!,pos
